The script has started
Dataset({
    features: ['text', '__index_level_0__'],
    num_rows: 16006
})
{'loss': 1.1515, 'grad_norm': 0.5370010137557983, 'learning_rate': 9.999146252290264e-05, 'epoch': 0.01}
{'loss': 0.7698, 'grad_norm': 0.27315235137939453, 'learning_rate': 7.228691778882693e-05, 'epoch': 0.71}
{'loss': 0.7051, 'grad_norm': 0.23413494229316711, 'learning_rate': 7.145603043863045e-05, 'epoch': 0.72}
{'loss': 0.6739, 'grad_norm': 0.23235797882080078, 'learning_rate': 7.061781587369519e-05, 'epoch': 0.73}
{'loss': 0.7091, 'grad_norm': 0.24858136475086212, 'learning_rate': 6.977256034352712e-05, 'epoch': 0.74}
{'loss': 0.7657, 'grad_norm': 0.24563747644424438, 'learning_rate': 6.892055250211552e-05, 'epoch': 0.75}
{'loss': 0.6452, 'grad_norm': 0.247879296541214, 'learning_rate': 6.806208330935766e-05, 'epoch': 0.76}
{'loss': 0.6375, 'grad_norm': 0.22676293551921844, 'learning_rate': 6.719744593169641e-05, 'epoch': 0.78}
{'loss': 0.6912, 'grad_norm': 0.2757641673088074, 'learning_rate': 6.632693564200416e-05, 'epoch': 0.79}
{'loss': 0.7396, 'grad_norm': 0.22472380101680756, 'learning_rate': 6.545084971874738e-05, 'epoch': 0.8}
{'loss': 0.6908, 'grad_norm': 0.23957741260528564, 'learning_rate': 6.456948734446624e-05, 'epoch': 0.81}
{'loss': 0.6916, 'grad_norm': 0.2165699303150177, 'learning_rate': 6.368314950360415e-05, 'epoch': 0.82}
{'loss': 0.7196, 'grad_norm': 0.23698897659778595, 'learning_rate': 6.279213887972179e-05, 'epoch': 0.84}
{'loss': 0.7231, 'grad_norm': 0.2108544111251831, 'learning_rate': 6.189675975213094e-05, 'epoch': 0.85}
{'loss': 0.7023, 'grad_norm': 0.2166910618543625, 'learning_rate': 6.099731789198344e-05, 'epoch': 0.86}
{'loss': 0.7049, 'grad_norm': 0.2125781923532486, 'learning_rate': 6.009412045785051e-05, 'epoch': 0.87}
{'loss': 0.7174, 'grad_norm': 0.2465633749961853, 'learning_rate': 5.918747589082853e-05, 'epoch': 0.88}
{'eval_loss': 0.6800586581230164, 'eval_runtime': 70.2511, 'eval_samples_per_second': 12.014, 'eval_steps_per_second': 1.509, 'epoch': 0.88}
{'loss': 0.6829, 'grad_norm': 0.22171317040920258, 'learning_rate': 5.82776938092065e-05, 'epoch': 0.89}
{'loss': 0.684, 'grad_norm': 0.22229474782943726, 'learning_rate': 5.736508490273188e-05, 'epoch': 0.91}
{'loss': 0.6675, 'grad_norm': 0.2142500877380371, 'learning_rate': 5.644996082651017e-05, 'epoch': 0.92}
{'loss': 0.699, 'grad_norm': 0.19338445365428925, 'learning_rate': 5.553263409457504e-05, 'epoch': 0.93}
{'loss': 0.6842, 'grad_norm': 0.22414444386959076, 'learning_rate': 5.4613417973165106e-05, 'epoch': 0.94}
{'loss': 0.7078, 'grad_norm': 0.23771537840366364, 'learning_rate': 5.3692626373743706e-05, 'epoch': 0.95}
{'loss': 0.7002, 'grad_norm': 0.23568812012672424, 'learning_rate': 5.27705737457985e-05, 'epoch': 0.96}
{'loss': 0.6358, 'grad_norm': 0.21443992853164673, 'learning_rate': 5.184757496945726e-05, 'epoch': 0.98}
{'loss': 0.6952, 'grad_norm': 0.250013530254364, 'learning_rate': 5.092394524795649e-05, 'epoch': 0.99}
{'loss': 0.7239, 'grad_norm': 0.2756432890892029, 'learning_rate': 5e-05, 'epoch': 1.0}
{'loss': 0.6924, 'grad_norm': 0.2448132187128067, 'learning_rate': 4.907605475204352e-05, 'epoch': 1.01}
{'loss': 0.6395, 'grad_norm': 0.23330578207969666, 'learning_rate': 4.8152425030542766e-05, 'epoch': 1.02}
{'loss': 0.6743, 'grad_norm': 0.23526020348072052, 'learning_rate': 4.72294262542015e-05, 'epoch': 1.04}
{'loss': 0.6191, 'grad_norm': 0.22453990578651428, 'learning_rate': 4.6307373626256306e-05, 'epoch': 1.05}
{'loss': 0.6429, 'grad_norm': 0.3087408244609833, 'learning_rate': 4.5386582026834906e-05, 'epoch': 1.06}
{'loss': 0.7258, 'grad_norm': 0.2683138847351074, 'learning_rate': 4.446736590542497e-05, 'epoch': 1.07}
{'loss': 0.719, 'grad_norm': 0.24123112857341766, 'learning_rate': 4.3550039173489845e-05, 'epoch': 1.08}
{'loss': 0.6544, 'grad_norm': 0.23589830100536346, 'learning_rate': 4.2634915097268115e-05, 'epoch': 1.09}
{'loss': 0.6583, 'grad_norm': 0.21290820837020874, 'learning_rate': 4.1722306190793495e-05, 'epoch': 1.11}
{'loss': 0.7206, 'grad_norm': 0.26142552495002747, 'learning_rate': 4.0812524109171476e-05, 'epoch': 1.12}
{'loss': 0.6667, 'grad_norm': 0.24479535222053528, 'learning_rate': 3.99058795421495e-05, 'epoch': 1.13}
{'loss': 0.6725, 'grad_norm': 0.31094565987586975, 'learning_rate': 3.9002682108016585e-05, 'epoch': 1.14}
{'loss': 0.7428, 'grad_norm': 0.28802043199539185, 'learning_rate': 3.8103240247869075e-05, 'epoch': 1.15}
{'loss': 0.7143, 'grad_norm': 0.3022250533103943, 'learning_rate': 3.720786112027822e-05, 'epoch': 1.16}
{'loss': 0.7302, 'grad_norm': 0.27279868721961975, 'learning_rate': 3.631685049639586e-05, 'epoch': 1.18}
{'eval_loss': 0.6771367788314819, 'eval_runtime': 71.6895, 'eval_samples_per_second': 11.773, 'eval_steps_per_second': 1.479, 'epoch': 1.18}
{'loss': 0.6693, 'grad_norm': 0.22959576547145844, 'learning_rate': 3.543051265553377e-05, 'epoch': 1.19}
{'loss': 0.755, 'grad_norm': 0.2858272194862366, 'learning_rate': 3.4549150281252636e-05, 'epoch': 1.2}
{'loss': 0.7282, 'grad_norm': 0.2892693281173706, 'learning_rate': 3.367306435799584e-05, 'epoch': 1.21}
{'loss': 0.6053, 'grad_norm': 0.27151763439178467, 'learning_rate': 3.2802554068303596e-05, 'epoch': 1.22}
{'loss': 0.6309, 'grad_norm': 0.2579568326473236, 'learning_rate': 3.1937916690642356e-05, 'epoch': 1.24}
{'loss': 0.6616, 'grad_norm': 0.3010496497154236, 'learning_rate': 3.107944749788449e-05, 'epoch': 1.25}
{'loss': 0.6779, 'grad_norm': 0.270147442817688, 'learning_rate': 3.0227439656472877e-05, 'epoch': 1.26}
{'loss': 0.6496, 'grad_norm': 0.22154827415943146, 'learning_rate': 2.9382184126304834e-05, 'epoch': 1.27}
{'loss': 0.6693, 'grad_norm': 0.32540929317474365, 'learning_rate': 2.8543969561369556e-05, 'epoch': 1.28}
{'loss': 0.714, 'grad_norm': 0.2816641926765442, 'learning_rate': 2.771308221117309e-05, 'epoch': 1.29}
{'loss': 0.6375, 'grad_norm': 0.25483235716819763, 'learning_rate': 2.688980582298435e-05, 'epoch': 1.31}
{'loss': 0.6852, 'grad_norm': 0.28268834948539734, 'learning_rate': 2.607442154493568e-05, 'epoch': 1.32}
{'loss': 0.7015, 'grad_norm': 0.3052508533000946, 'learning_rate': 2.5267207830011068e-05, 'epoch': 1.33}
{'loss': 0.665, 'grad_norm': 0.24105489253997803, 'learning_rate': 2.446844034095466e-05, 'epoch': 1.34}
{'loss': 0.7078, 'grad_norm': 0.2670896053314209, 'learning_rate': 2.3678391856132204e-05, 'epoch': 1.35}
{'loss': 0.6259, 'grad_norm': 0.24449647963047028, 'learning_rate': 2.2897332176377528e-05, 'epoch': 1.36}
{'loss': 0.6675, 'grad_norm': 0.27838972210884094, 'learning_rate': 2.2125528032855724e-05, 'epoch': 1.38}
{'loss': 0.7284, 'grad_norm': 0.308990478515625, 'learning_rate': 2.136324299597474e-05, 'epoch': 1.39}
{'loss': 0.674, 'grad_norm': 0.32934466004371643, 'learning_rate': 2.061073738537635e-05, 'epoch': 1.4}
{'loss': 0.7279, 'grad_norm': 0.25370994210243225, 'learning_rate': 1.9868268181037185e-05, 'epoch': 1.41}
{'loss': 0.6274, 'grad_norm': 0.2574875056743622, 'learning_rate': 1.9136088935510362e-05, 'epoch': 1.42}
{'loss': 0.6893, 'grad_norm': 0.34218546748161316, 'learning_rate': 1.8414449687337464e-05, 'epoch': 1.44}
{'loss': 0.6117, 'grad_norm': 0.24450092017650604, 'learning_rate': 1.7703596875660645e-05, 'epoch': 1.45}
{'loss': 0.6529, 'grad_norm': 0.25094589591026306, 'learning_rate': 1.700377325606388e-05, 'epoch': 1.46}
{'loss': 0.7205, 'grad_norm': 0.2560117542743683, 'learning_rate': 1.631521781767214e-05, 'epoch': 1.47}
{'eval_loss': 0.6748738288879395, 'eval_runtime': 70.4142, 'eval_samples_per_second': 11.986, 'eval_steps_per_second': 1.505, 'epoch': 1.47}
{'loss': 0.675, 'grad_norm': 0.27755868434906006, 'learning_rate': 1.5638165701536868e-05, 'epoch': 1.48}
{'loss': 0.6874, 'grad_norm': 0.2696398198604584, 'learning_rate': 1.4972848120335453e-05, 'epoch': 1.49}
{'loss': 0.6914, 'grad_norm': 0.2682160437107086, 'learning_rate': 1.4319492279412388e-05, 'epoch': 1.51}
{'loss': 0.6739, 'grad_norm': 0.26163867115974426, 'learning_rate': 1.3678321299188801e-05, 'epoch': 1.52}
{'loss': 0.6632, 'grad_norm': 0.2958238124847412, 'learning_rate': 1.3049554138967051e-05, 'epoch': 1.53}
{'loss': 0.6984, 'grad_norm': 0.2982521653175354, 'learning_rate': 1.2433405522156332e-05, 'epoch': 1.54}
{'loss': 0.6619, 'grad_norm': 0.31089088320732117, 'learning_rate': 1.183008586294485e-05, 'epoch': 1.55}
{'loss': 0.6337, 'grad_norm': 0.26409175992012024, 'learning_rate': 1.1239801194443506e-05, 'epoch': 1.56}
{'loss': 0.7258, 'grad_norm': 0.2877156436443329, 'learning_rate': 1.066275309832584e-05, 'epoch': 1.58}
{'loss': 0.682, 'grad_norm': 0.29318952560424805, 'learning_rate': 1.0099138635988026e-05, 'epoch': 1.59}
{'loss': 0.6178, 'grad_norm': 0.24692127108573914, 'learning_rate': 9.549150281252633e-06, 'epoch': 1.6}
{'loss': 0.638, 'grad_norm': 0.2568146884441376, 'learning_rate': 9.012975854638949e-06, 'epoch': 1.61}
{'loss': 0.6608, 'grad_norm': 0.2692749500274658, 'learning_rate': 8.490798459222476e-06, 'epoch': 1.62}
{'loss': 0.6486, 'grad_norm': 0.26471564173698425, 'learning_rate': 7.982796418105371e-06, 'epoch': 1.64}
{'loss': 0.676, 'grad_norm': 0.2642686069011688, 'learning_rate': 7.489143213519301e-06, 'epoch': 1.65}
{'loss': 0.6354, 'grad_norm': 0.29999467730522156, 'learning_rate': 7.010007427581378e-06, 'epoch': 1.66}
{'loss': 0.7039, 'grad_norm': 0.2751244306564331, 'learning_rate': 6.5455526847235825e-06, 'epoch': 1.67}
{'loss': 0.6644, 'grad_norm': 0.25800272822380066, 'learning_rate': 6.0959375958151045e-06, 'epoch': 1.68}
{'loss': 0.7378, 'grad_norm': 0.34506845474243164, 'learning_rate': 5.6613157039969055e-06, 'epoch': 1.69}
{'loss': 0.6008, 'grad_norm': 0.2754732370376587, 'learning_rate': 5.241835432246889e-06, 'epoch': 1.71}
{'loss': 0.7433, 'grad_norm': 0.2940673232078552, 'learning_rate': 4.837640032693558e-06, 'epoch': 1.72}
{'loss': 0.7044, 'grad_norm': 0.28886666893959045, 'learning_rate': 4.448867537695578e-06, 'epoch': 1.73}
{'loss': 0.6239, 'grad_norm': 0.2800460457801819, 'learning_rate': 4.075650712703849e-06, 'epoch': 1.74}
{'loss': 0.6725, 'grad_norm': 0.22551698982715607, 'learning_rate': 3.71811701092219e-06, 'epoch': 1.75}
{'loss': 0.6383, 'grad_norm': 0.2537597417831421, 'learning_rate': 3.376388529782215e-06, 'epoch': 1.76}
{'eval_loss': 0.6737217903137207, 'eval_runtime': 70.638, 'eval_samples_per_second': 11.948, 'eval_steps_per_second': 1.501, 'epoch': 1.76}
{'loss': 0.6403, 'grad_norm': 0.2682027816772461, 'learning_rate': 3.0505819692471792e-06, 'epoch': 1.78}
{'loss': 0.6549, 'grad_norm': 0.22969989478588104, 'learning_rate': 2.7408085919590264e-06, 'epoch': 1.79}
{'loss': 0.7025, 'grad_norm': 0.27741739153862, 'learning_rate': 2.4471741852423237e-06, 'epoch': 1.8}
{'loss': 0.645, 'grad_norm': 0.24924661219120026, 'learning_rate': 2.1697790249779636e-06, 'epoch': 1.81}
{'loss': 0.6495, 'grad_norm': 0.26585307717323303, 'learning_rate': 1.908717841359048e-06, 'epoch': 1.82}
{'loss': 0.6166, 'grad_norm': 0.2465820461511612, 'learning_rate': 1.6640797865406288e-06, 'epoch': 1.84}
{'loss': 0.6861, 'grad_norm': 0.25408992171287537, 'learning_rate': 1.4359484041943038e-06, 'epoch': 1.85}
{'loss': 0.6583, 'grad_norm': 0.29987549781799316, 'learning_rate': 1.2244016009781701e-06, 'epoch': 1.86}
{'loss': 0.6617, 'grad_norm': 0.247605100274086, 'learning_rate': 1.0295116199317057e-06, 'epoch': 1.87}
{'loss': 0.6603, 'grad_norm': 0.3008282780647278, 'learning_rate': 8.513450158049108e-07, 'epoch': 1.88}
{'loss': 0.6126, 'grad_norm': 0.2586115598678589, 'learning_rate': 6.899626323298713e-07, 'epoch': 1.89}
{'loss': 0.6769, 'grad_norm': 0.24826081097126007, 'learning_rate': 5.454195814427021e-07, 'epoch': 1.91}
{'loss': 0.7014, 'grad_norm': 0.27533408999443054, 'learning_rate': 4.177652244628627e-07, 'epoch': 1.92}
{'loss': 0.6694, 'grad_norm': 0.27976271510124207, 'learning_rate': 3.0704315523631953e-07, 'epoch': 1.93}
{'loss': 0.7082, 'grad_norm': 0.2847546339035034, 'learning_rate': 2.1329118524827662e-07, 'epoch': 1.94}
{'loss': 0.6398, 'grad_norm': 0.24934810400009155, 'learning_rate': 1.3654133071059893e-07, 'epoch': 1.95}
{'loss': 0.6964, 'grad_norm': 0.26359471678733826, 'learning_rate': 7.681980162830282e-08, 'epoch': 1.96}
{'loss': 0.7228, 'grad_norm': 0.28008395433425903, 'learning_rate': 3.4146992848854695e-08, 'epoch': 1.98}
{'loss': 0.6947, 'grad_norm': 0.3039248585700989, 'learning_rate': 8.537477097364522e-09, 'epoch': 1.99}
{'loss': 0.6521, 'grad_norm': 0.34981200098991394, 'learning_rate': 0.0, 'epoch': 2.0}
{'train_runtime': 3704.6796, 'train_samples_per_second': 3.67, 'train_steps_per_second': 0.918, 'train_loss': 0.6933722950430478, 'epoch': 2.0}
